"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","degs","X.","Topology","Signalp","tmhmm","Cluster","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_41958",-19.951969680871,40.4862682379918,0.459459737878168,0.419430148914976,0.55747965160347,0.935301254576186,1.12965606230561,1.29566698720026,"Yellow_vs_Dark","Y","Topology=i13-30o",1,1,"Cluster 4","K02415",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins","K02415","fliL","flagellar protein FliL","-"
"g_41973",-14.6065818067334,27.036689250853,0.828743010225978,0.531608036587699,0.764729822435181,1.09002193153456,1.17652776614768,1.88423899754409,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01419",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01419","hslV, clpQ","ATP-dependent HslUV protease, peptidase subunit HslV","[EC:3.4.25.2]"
"g_42603",-13.0184741702842,21.6246835368967,0.723353941621664,0.479227677915317,0.948091870227968,1.29120473784138,1.2699523166306,1.87221297799543,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K15724",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","K15724","erpA","iron-sulfur cluster insertion protein","-"
"g_43015",-11.4367071182764,32.0195571994174,0.840196458473247,0.791205638300109,0.849693847867801,1.04148600896281,1.18480200571373,1.39651302463298,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00700",2,9100,"Metabolism",9101,"Carbohydrate metabolism",500,"Starch and sucrose metabolism","K00700","GBE1, glgB","1,4-alpha-glucan branching enzyme","[EC:2.4.1.18]"
"g_43015",-11.4367071182764,32.0195571994174,0.840196458473247,0.791205638300109,0.849693847867801,1.04148600896281,1.18480200571373,1.39651302463298,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00700",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome","K00700","GBE1, glgB","1,4-alpha-glucan branching enzyme","[EC:2.4.1.18]"
"g_43109",-3.30306245463927,18.7078293773557,1.35533943584863,1.13136025604258,1.30548101494632,1.68113627924174,1.85112870776069,2.34272089134637,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03695",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB","-"
"g_43109",-3.30306245463927,18.7078293773557,1.35533943584863,1.13136025604258,1.30548101494632,1.68113627924174,1.85112870776069,2.34272089134637,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03695",2,9150,"Organismal Systems",9149,"Aging",4213,"Longevity regulating pathway - multiple species","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB","-"
"g_43147",-13.7916308924943,25.3508085423317,0.690018426117679,0.661573331847659,0.772388239649132,1.2181140561492,1.3960729298184,1.63646831755573,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03704",1,9190,"Not Included in Pathway or Brite",9192,"Unclassified: genetic information processing",99973,"Transcription","K03704","cspA","cold shock protein","-"
"g_43244",-13.5318233501544,28.0156500955614,0.868075604526215,0.678098084592486,0.827288158399686,0.94081968794278,1.25787288417357,1.66106501797019,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01338",2,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01338","lon","ATP-dependent Lon protease","[EC:3.4.21.53]"
"g_43244",-13.5318233501544,28.0156500955614,0.868075604526215,0.678098084592486,0.827288158399686,0.94081968794278,1.25787288417357,1.66106501797019,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01338",2,9140,"Cellular Processes",9143,"Cell growth and death",4112,"Cell cycle - Caulobacter","K01338","lon","ATP-dependent Lon protease","[EC:3.4.21.53]"
"g_43296",5.78213700352652,7.83026365560761,1.46745436624301,1.62322753376747,1.04337548351682,1.17247615592486,0.907083904013951,0.72221661845016,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K19611",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K19611","fepA, pfeA, iroN, pirA","ferric enterobactin receptor","-"
"g_43296",5.78213700352652,7.83026365560761,1.46745436624301,1.62322753376747,1.04337548351682,1.17247615592486,0.907083904013951,0.72221661845016,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K19611",2,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K19611","fepA, pfeA, iroN, pirA","ferric enterobactin receptor","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9160,"Human Diseases",9161,"Cancer: overview",5207,"Chemical carcinogenesis - receptor activation","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3051,"Proteasome","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9150,"Organismal Systems",9151,"Immune system",4657,"IL-17 signaling pathway","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9120,"Genetic Information Processing",9123,"Folding, sorting and degradation",4141,"Protein processing in endoplasmic reticulum","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9160,"Human Diseases",9162,"Cancer: specific types",5215,"Prostate cancer","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9160,"Human Diseases",9166,"Cardiovascular disease",5418,"Fluid shear stress and atherosclerosis","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9150,"Organismal Systems",9151,"Immune system",4612,"Antigen processing and presentation","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9150,"Organismal Systems",9159,"Environmental adaptation",4626,"Plant-pathogen interaction","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",4131,"Membrane trafficking","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9150,"Organismal Systems",9152,"Endocrine system",4915,"Estrogen signaling pathway","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9140,"Cellular Processes",9143,"Cell growth and death",4217,"Necroptosis","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9150,"Organismal Systems",9152,"Endocrine system",4914,"Progesterone-mediated oocyte maturation","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9150,"Organismal Systems",9151,"Immune system",4659,"Th17 cell differentiation","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9130,"Environmental Information Processing",9132,"Signal transduction",4151,"PI3K-Akt signaling pathway","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9160,"Human Diseases",9171,"Infectious disease: bacterial",5132,"Salmonella infection","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9160,"Human Diseases",9161,"Cancer: overview",5200,"Pathways in cancer","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9160,"Human Diseases",9166,"Cardiovascular disease",5417,"Lipid and atherosclerosis","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9150,"Organismal Systems",9151,"Immune system",4621,"NOD-like receptor signaling pathway","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43476",-10.8383961037792,23.2285211958937,0.927417845360015,0.847684056194254,0.962557126242907,1.11687371770144,1.32154542963582,1.81606080816091,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04079",22,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1009,"Protein phosphatases and associated proteins","K04079","HSP90A, htpG","molecular chaperone HtpG","-"
"g_43618",-13.4329350496001,37.2772985675405,0.648300669613475,0.484732352080061,0.593516337143732,0.930366951410298,1.06857206358997,1.32278452293626,"Yellow_vs_Dark","N","Topology=o65-87i",0,1,"Cluster 4","K02672",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system","K02672","pilW","type IV pilus assembly protein PilW","-"
"g_43618",-13.4329350496001,37.2772985675405,0.648300669613475,0.484732352080061,0.593516337143732,0.930366951410298,1.06857206358997,1.32278452293626,"Yellow_vs_Dark","N","Topology=o65-87i",0,1,"Cluster 4","K02672",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins","K02672","pilW","type IV pilus assembly protein PilW","-"
"g_44224",-11.6716935883799,22.613106115429,0.842800012721902,0.715270940209472,0.956663983189332,1.25491215663033,1.40351649270278,1.90371199391882,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K04047",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3036,"Chromosome and associated proteins","K04047","dps","starvation-inducible DNA-binding protein","-"
"g_44255",-17.711278701534,31.0783728566171,0.757469139000104,0.483033128949434,0.92708551414944,1.25773104694956,1.23848552232742,1.58972718337367,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K07025",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","K07025","K07025","putative hydrolase of the HAD superfamily","-"
"g_44293",-16.9316556498105,42.8660340873965,0.431523780235426,0.291175195426999,0.53933998429796,0.93335723311821,0.930190823673716,1.39523344235629,"Yellow_vs_Dark","Y","Topology=i17-34o",1,1,"Cluster 4","K07323",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K07323","mlaC","phospholipid transport system substrate-binding protein","-"
"g_44293",-16.9316556498105,42.8660340873965,0.431523780235426,0.291175195426999,0.53933998429796,0.93335723311821,0.930190823673716,1.39523344235629,"Yellow_vs_Dark","Y","Topology=i17-34o",1,1,"Cluster 4","K07323",2,9130,"Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters","K07323","mlaC","phospholipid transport system substrate-binding protein","-"
"g_44444",-14.0313777028005,40.1766492750411,0.733903763299205,0.347293123117651,0.590291208690123,0.904728687490677,0.949396057447228,1.39157158806349,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01497",3,9140,"Cellular Processes",9145,"Cellular community - prokaryotes",2024,"Quorum sensing","K01497","ribA, RIB1","GTP cyclohydrolase II","[EC:3.5.4.25]"
"g_44444",-14.0313777028005,40.1766492750411,0.733903763299205,0.347293123117651,0.590291208690123,0.904728687490677,0.949396057447228,1.39157158806349,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01497",3,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",740,"Riboflavin metabolism","K01497","ribA, RIB1","GTP cyclohydrolase II","[EC:3.5.4.25]"
"g_44444",-14.0313777028005,40.1766492750411,0.733903763299205,0.347293123117651,0.590291208690123,0.904728687490677,0.949396057447228,1.39157158806349,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01497",3,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",790,"Folate biosynthesis","K01497","ribA, RIB1","GTP cyclohydrolase II","[EC:3.5.4.25]"
"g_44448",-15.7269488585492,32.6731507020791,0.805058794684543,0.458946654764447,0.82174581054831,1.10916453819193,1.03998665338357,1.48653383289282,"Yellow_vs_Dark","N","Topology=i9-31o",0,1,"Cluster 4","K02197",1,9190,"Not Included in Pathway or Brite",9193,"Unclassified: signaling and cellular processes",99992,"Structural proteins","K02197","ccmE","cytochrome c-type biogenesis protein CcmE","-"
"g_45014",-9.61371127547694,33.5390448043225,0.80057604711424,0.810231106199582,0.689451469027189,1.25450527391307,1.10748420108711,1.00389387787883,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01995",3,9130,"Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters","K01995","livG","branched-chain amino acid transport system ATP-binding protein","-"
"g_45014",-9.61371127547694,33.5390448043225,0.80057604711424,0.810231106199582,0.689451469027189,1.25450527391307,1.10748420108711,1.00389387787883,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01995",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K01995","livG","branched-chain amino acid transport system ATP-binding protein","-"
"g_45014",-9.61371127547694,33.5390448043225,0.80057604711424,0.810231106199582,0.689451469027189,1.25450527391307,1.10748420108711,1.00389387787883,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01995",3,9140,"Cellular Processes",9145,"Cellular community - prokaryotes",2024,"Quorum sensing","K01995","livG","branched-chain amino acid transport system ATP-binding protein","-"
"g_45324",-16.419581669088,32.1318469633251,0.801830247989154,0.424811098866875,0.779791230829646,1.30736592262357,1.10175930548579,1.39631861344711,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03594",1,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",860,"Porphyrin metabolism","K03594","bfr","bacterioferritin","[EC:1.16.3.1]"
"g_45786",-14.9312754897702,39.9032408689575,0.567909357229835,0.468687246978283,0.638429849393514,0.861491098726949,1.02113767700077,1.44809698395797,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K18997",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3036,"Chromosome and associated proteins","K18997","cbpM","chaperone modulatory protein CbpM","-"
"g_45827",-7.7154896667407,26.5152400229221,0.978422394065919,0.999039930521799,0.99212152686108,1.35668701184408,1.5813280327208,1.33615994719724,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01996",3,9130,"Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters","K01996","livF","branched-chain amino acid transport system ATP-binding protein","-"
"g_45827",-7.7154896667407,26.5152400229221,0.978422394065919,0.999039930521799,0.99212152686108,1.35668701184408,1.5813280327208,1.33615994719724,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01996",3,9140,"Cellular Processes",9145,"Cellular community - prokaryotes",2024,"Quorum sensing","K01996","livF","branched-chain amino acid transport system ATP-binding protein","-"
"g_45827",-7.7154896667407,26.5152400229221,0.978422394065919,0.999039930521799,0.99212152686108,1.35668701184408,1.5813280327208,1.33615994719724,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01996",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K01996","livF","branched-chain amino acid transport system ATP-binding protein","-"
"g_47956",-11.4982751966699,32.1148130283967,0.880162119326116,0.808638167956569,0.790292977040352,0.974201819257613,1.28673357527807,1.31175968691827,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K07098",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99997,"Function unknown","K07098","K07098","uncharacterized protein","-"
"g_48184",-12.60279854306,32.5406173482606,0.912173680768656,0.629663882563913,0.647264207593636,0.992085615094511,1.33085814982768,1.38298672452823,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K18691",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1011,"Peptidoglycan biosynthesis and degradation proteins","K18691","mltF","membrane-bound lytic murein transglycosylase F","[EC:4.2.2.-]"
"g_48211",-5.72333601259648,20.7045047467011,1.17847151992516,0.98370267654846,1.23992356349206,1.62456082136923,1.46016818646853,1.79805115405043,"Yellow_vs_Dark","N","Topology=i21-38o",0,1,"Cluster 4","K02012",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K02012","afuA, fbpA","iron(III) transport system substrate-binding protein","-"
"g_48211",-5.72333601259648,20.7045047467011,1.17847151992516,0.98370267654846,1.23992356349206,1.62456082136923,1.46016818646853,1.79805115405043,"Yellow_vs_Dark","N","Topology=i21-38o",0,1,"Cluster 4","K02012",2,9130,"Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters","K02012","afuA, fbpA","iron(III) transport system substrate-binding protein","-"
"g_48246",-11.2729342054355,37.8221467377217,0.593446571210803,0.845868477107096,0.512270178453039,0.900506572156118,1.1176307493212,1.60987411362176,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00370",3,9100,"Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit","[EC:1.7.5.1 1.7.99.-]"
"g_48246",-11.2729342054355,37.8221467377217,0.593446571210803,0.845868477107096,0.512270178453039,0.900506572156118,1.1176307493212,1.60987411362176,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00370",3,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit","[EC:1.7.5.1 1.7.99.-]"
"g_48246",-11.2729342054355,37.8221467377217,0.593446571210803,0.845868477107096,0.512270178453039,0.900506572156118,1.1176307493212,1.60987411362176,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K00370",3,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit","[EC:1.7.5.1 1.7.99.-]"
"g_48377",-10.7572104339726,46.1163257504077,0.579885643829979,0.412749756759262,0.407541309193329,0.800389722292614,0.943284688130091,1.30664040564568,"Yellow_vs_Dark","Y","Topology=o",1,0,"Cluster 4","K03642",1,9190,"Not Included in Pathway or Brite",9193,"Unclassified: signaling and cellular processes",99992,"Structural proteins","K03642","rlpA","rare lipoprotein A","-"
"g_48682",-19.6845453348671,35.4297303551233,0.482159267792424,0.353975632344709,0.564974694154886,0.979042313550048,1.24172330006714,1.80567356970906,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01759",1,9100,"Metabolism",9101,"Carbohydrate metabolism",620,"Pyruvate metabolism","K01759","GLO1, gloA","lactoylglutathione lyase","[EC:4.4.1.5]"
"g_49438",-11.8528339903695,35.3545891665682,0.672819480563442,0.462235631269101,0.716234794315893,1.05307333184572,1.07055335455578,1.25572473203937,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03749",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","K03749","dedD","DedD protein","-"
"g_49741",-13.781650709557,39.1259455595965,0.67797129700185,0.493663786736537,0.589610406601858,0.949379075949611,1.03436322744238,1.54988463508832,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03593",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3036,"Chromosome and associated proteins","K03593","mrp, NUBPL","ATP-binding protein involved in chromosome partitioning","-"
"g_49741",-13.781650709557,39.1259455595965,0.67797129700185,0.493663786736537,0.589610406601858,0.949379075949611,1.03436322744238,1.54988463508832,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03593",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis","K03593","mrp, NUBPL","ATP-binding protein involved in chromosome partitioning","-"
"g_49834",-19.5854466109845,34.2845091231283,0.511145502943676,0.445179040414246,0.648346640360727,1.22507493214609,1.41347884428411,1.76770236195082,"Yellow_vs_Dark","N","Topology=o15-37i",0,1,"Cluster 4","K09908",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99997,"Function unknown","K09908","K09908","uncharacterized protein","-"
"g_50002",-16.569103974073,35.2042514951527,0.619952716931317,0.510662950716674,0.678506269612153,1.14420747090778,0.921262376260474,1.56743403495049,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K07390",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis","K07390","grxD, GLRX5","monothiol glutaredoxin","-"
"g_50002",-16.569103974073,35.2042514951527,0.619952716931317,0.510662950716674,0.678506269612153,1.14420747090778,0.921262376260474,1.56743403495049,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K07390",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K07390","grxD, GLRX5","monothiol glutaredoxin","-"
"g_50296",-12.8606206893359,36.2567189071706,0.744051980642061,0.577223557405504,0.673683185072409,0.886802684709577,1.07121116696891,1.26037547853498,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03782",4,9100,"Metabolism",9105,"Amino acid metabolism",380,"Tryptophan metabolism","K03782","katG","catalase-peroxidase","[EC:1.11.1.21]"
"g_50296",-12.8606206893359,36.2567189071706,0.744051980642061,0.577223557405504,0.673683185072409,0.886802684709577,1.07121116696891,1.26037547853498,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03782",4,9100,"Metabolism",9111,"Xenobiotics biodegradation and metabolism",983,"Drug metabolism - other enzymes","K03782","katG","catalase-peroxidase","[EC:1.11.1.21]"
"g_50296",-12.8606206893359,36.2567189071706,0.744051980642061,0.577223557405504,0.673683185072409,0.886802684709577,1.07121116696891,1.26037547853498,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03782",4,9100,"Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism","K03782","katG","catalase-peroxidase","[EC:1.11.1.21]"
"g_50296",-12.8606206893359,36.2567189071706,0.744051980642061,0.577223557405504,0.673683185072409,0.886802684709577,1.07121116696891,1.26037547853498,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K03782",4,9100,"Metabolism",9110,"Biosynthesis of other secondary metabolites",940,"Phenylpropanoid biosynthesis","K03782","katG","catalase-peroxidase","[EC:1.11.1.21]"
"g_50602",6.1424468325254,6.23765552308064,1.14800286508517,1.50187105841351,1.06742663079621,0.86732368134759,0.754865663674925,0.909282423124827,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01903",4,9100,"Metabolism",9102,"Energy metabolism",720,"Carbon fixation pathways in prokaryotes","K01903","sucC","succinyl-CoA synthetase beta subunit","[EC:6.2.1.5]"
"g_50602",6.1424468325254,6.23765552308064,1.14800286508517,1.50187105841351,1.06742663079621,0.86732368134759,0.754865663674925,0.909282423124827,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01903",4,9100,"Metabolism",9101,"Carbohydrate metabolism",640,"Propanoate metabolism","K01903","sucC","succinyl-CoA synthetase beta subunit","[EC:6.2.1.5]"
"g_50602",6.1424468325254,6.23765552308064,1.14800286508517,1.50187105841351,1.06742663079621,0.86732368134759,0.754865663674925,0.909282423124827,"Yellow_vs_Dark","N","Topology=o",0,0,"Cluster 4","K01903",4,9100,"Metabolism",9101,"Carbohydrate metabolism",660,"C5-Branched dibasic acid metabolism","K01903","sucC","succinyl-CoA synthetase beta subunit","[EC:6.2.1.5]"
