"id","tSNE1","tSNE2","z1_3","z1_1","z1_2","z10_3","z10_1","z10_2","Cluster","ko_name","ko","ko_des","level3_pathway_id","level3_pathway_name","KEGG_ec","KEGG_En_description","KEGG_Modules","KEGG_Mo_description","level1_pathway_name","level2_pathway_name"
"z1_1_k97_223816_37",-3.73557375243773,-16.8672519744373,0.503140622122516,0.385279406935496,0.350819732940366,0.721738549148334,0.986740866965049,0.368226462059912,"Cluster 1","ctt:CtCNB1_3836","K00457","4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]","ko01240;ko00360;ko00350;ko01100;ko00130","Biosynthesis of cofactors;Phenylalanine metabolism;Tyrosine metabolism;Metabolic pathways;Ubiquinone and other terpenoid-quinone biosynthesis","1.13.11.27","Oxidoreductases; Acting on single donors with incorporation of molecular oxygen (oxygenases); With incorporation of two atoms of oxygen; 4-hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating, decarboxylating)","M00044","Tyrosine degradation, tyrosine => homogentisate","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Amino acid metabolism;Amino acid metabolism;Global and overview maps;Metabolism of cofactors and vitamins"
"z1_1_k97_223816_42",22.382458073733,9.73215278526003,0.431537206360716,0.313662611676774,0.320283055074815,0.620482075415044,0.893895682207832,0.200304874152769,"Cluster 1","cke:B5M06_10905","K00239","succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]","ko00190;ko00020;ko01110;ko01120;ko00720;ko00650;ko01200;ko01100;ko05134","Oxidative phosphorylation;Citrate cycle (TCA cycle);Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon fixation pathways in prokaryotes;Butanoate metabolism;Carbon metabolism;Metabolic pathways;Legionellosis","1.3.5.4;1.3.5.1","-","M00374;M00173;M00149;M00376;M00009;M00011","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases","Energy metabolism;Carbohydrate metabolism;Global and overview maps;Global and overview maps;Energy metabolism;Carbohydrate metabolism;Global and overview maps;Global and overview maps;Infectious disease: bacterial"
"z1_1_k97_228646_1",35.2022687526204,9.43747760177692,0.401022881484036,0.266864077461258,0.261799675406581,0.585398022559587,0.781839464801922,0.28762987537976,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_231722_9",-9.83131582577491,-17.0681321217078,0.50971909144576,0.353650668737792,0.450665673630896,0.702100068008408,0.930359139563273,0.337264627797957,"Cluster 1","dac:Daci_4641","K23163","sulfate/thiosulfate transport system substrate-binding protein","ko02010;ko00920","ABC transporters;Sulfur metabolism","-","-","M00616","Sulfate-sulfur assimilation","Environmental Information Processing;Metabolism","Membrane transport;Energy metabolism"
"z1_1_k97_236097_2",42.8628944400089,-13.8282646374489,0.289791064682349,0.19958136052507,0.195923017377075,0.468165983619939,0.701906101630975,0.16833302213232,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_236097_3",24.8754634081559,11.437913918157,0.388697729465948,0.271563870731015,0.294356330463713,0.608807652499546,0.910557561557924,0.183795081215748,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_247303_27",14.0132226630143,-6.39518733631684,0.446988123513461,0.337161607089894,0.350537964512947,0.681513817364304,0.948766204569577,0.298741787612616,"Cluster 1","mlq:ASQ50_03590","K14393","cation/acetate symporter","-","-","-","-","-","-","-","-"
"z1_1_k97_247303_31",9.71819339491368,-6.96435116415155,0.470870362274723,0.336058282072832,0.24508467964636,0.682642503256294,0.94310352968356,0.258913674188216,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_247303_4",-27.772583537546,-11.9109399249712,0.510759308327398,0.486011608256483,0.452835270285547,0.700698952943027,1.08519364516081,0.533552446423429,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_253328_18",12.2598005405013,-6.01389747305925,0.450850548820633,0.306606286112412,0.28352649943695,0.724589916133133,0.966590678953611,0.330804628658579,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_260399_5",-8.61820780054935,-14.8008644558758,0.536388416585754,0.335475453053277,0.440527480858473,0.669110298189813,1.02410605678194,0.323853288599751,"Cluster 1","cke:B5M06_13780","K03841","fructose-1,6-bisphosphatase I [EC:3.1.3.11]","ko01110;ko01120;ko00680;ko00710;ko04922;ko04910;ko01200;ko00051;ko01100;ko00030;ko00010;ko04152","Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Methane metabolism;Carbon fixation in photosynthetic organisms;Glucagon signaling pathway;Insulin signaling pathway;Carbon metabolism;Fructose and mannose metabolism;Metabolic pathways;Pentose phosphate pathway;Glycolysis / Gluconeogenesis;AMPK signaling pathway","3.1.3.11","Hydrolases; Acting on ester bonds; Phosphoric-monoester hydrolases; D-fructose-1,6-bisphosphate 1-phosphohydrolase","M00167;M00003;M00165;M00344","-","Metabolism;Metabolism;Metabolism;Metabolism;Organismal Systems;Organismal Systems;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Environmental Information Processing","Global and overview maps;Global and overview maps;Energy metabolism;Energy metabolism;Endocrine system;Endocrine system;Global and overview maps;Carbohydrate metabolism;Global and overview maps;Carbohydrate metabolism;Carbohydrate metabolism;Signal transduction"
"z1_1_k97_270926_11",-6.94636711080689,-17.7280639262976,0.509568846585225,0.351880995722736,0.362450918265306,0.660449647224347,0.952584841582618,0.320490426804412,"Cluster 1","ack:C380_08420","K03665","GTPase","-","-","-","-","-","-","-","-"
"z1_1_k97_288304_4",-2.88619908513262,-11.3258223075858,0.5939705258802,0.33343846901129,0.323393554388531,0.64737460830032,0.955297408151136,0.357586679498923,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_329360_1",-14.458068323337,-17.8898451474605,0.51000545421329,0.371645136855007,0.359684335785253,0.780245217521805,1.01583703567748,0.340638704971849,"Cluster 1","ack:C380_19010","K03517","quinolinate synthase [EC:2.5.1.72]","ko01240;ko01100;ko00760","Biosynthesis of cofactors;Metabolic pathways;Nicotinate and nicotinamide metabolism","2.5.1.72","Transferases; Transferring alkyl or aryl groups, other than methyl groups; Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date); glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)","M00115","NAD biosynthesis, aspartate => quinolinate => NAD","Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Metabolism of cofactors and vitamins"
"z1_1_k97_332253_1",-43.9771407860805,17.689496707496,0.70556832503154,0.709311325724905,0.528988430036955,0.969309631731243,1.27259871901427,0.468415348896003,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_335843_11",-36.9338782425302,11.2117343051985,0.559235031322052,0.531640481576258,0.467327518880396,0.851969425433746,1.11636059763824,0.431011613362551,"Cluster 1","dla:I6G47_02505","K07216","hemerythrin","-","-","-","-","-","-","-","-"
"z1_1_k97_335843_18",-14.7174469396285,-18.335831339644,0.470826089330202,0.364936424868723,0.394679531084436,0.778405384498279,1.02339582753185,0.347495898568546,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_345545_2",8.22657098896787,-7.15091161634292,0.513725381816721,0.346982785466477,0.2778737574804,0.670045293380338,0.942878719969099,0.294428780867577,"Cluster 1","sini:GT972_04765","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]","ko00910;ko01230;ko01120;ko01110;ko01100;ko00250","Nitrogen metabolism;Biosynthesis of amino acids;Microbial metabolism in diverse environments;Biosynthesis of secondary metabolites;Metabolic pathways;Alanine, aspartate and glutamate metabolism","1.4.1.13","Oxidoreductases; Acting on the CH-NH2 group of donors; With NAD+ or NADP+ as acceptor; L-glutamate:NADP+ oxidoreductase (transaminating)","-","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Energy metabolism;Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism"
"z1_1_k97_345554_6",-24.895756107795,-17.7835509213006,0.57027402929544,0.425816006884487,0.340499468985658,0.779121535146534,1.05359543648211,0.376555610045714,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_350099_20",-3.0259679250121,-11.2232127698618,0.619548509697963,0.308230445043947,0.307545543164922,0.671503668797869,0.957115032026986,0.371369195409565,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_350099_28",-2.15230172234309,-11.2734438874496,0.573732162497977,0.287534771028455,0.380906543295814,0.663223974615631,0.953107758133841,0.377540490853412,"Cluster 1","aql:BXU06_14495","K07496","putative transposase","-","-","-","-","-","-","-","-"
"z1_1_k97_359088_17",-25.2551534635111,11.0921688640791,0.676337467056462,0.420929894609961,0.458064325650944,0.772850470556017,1.04696909980883,0.283207301686955,"Cluster 1","dts:BI380_29995","K03734","FAD:protein FMN transferase [EC:2.7.1.180]","-","-","2.7.1.180","Transferases; Transferring phosphorus-containing groups; Phosphotransferases with an alcohol group as acceptor; FAD:protein riboflavin-5'-phosphate transferase","-","-","-","-"
"z1_1_k97_378718_21",-35.6247198735282,-11.8142097273286,0.663666435574296,0.303016983362537,0.492466785074818,0.752355956932343,1.10434860699033,0.428338415004256,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_3948_2",43.7155206182493,-10.7121112275422,0.319346404678086,0.210835091689461,0.213325278331734,0.446535961267942,0.734989097545443,0.176100480766803,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_40606_29",-29.4493694867599,-10.8650839852605,0.53815694342769,0.452329615397803,0.523127189275847,0.769540876503251,1.1214590006597,0.377627335561243,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_40606_43",37.6157883835727,14.2671591206359,0.469761518371024,0.203163890035648,0.279256253137979,0.542335549576265,0.847545626430403,0.193536138692789,"Cluster 1","cke:B5M06_03740","K03802","cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]","-","-","6.3.2.29;6.3.2.30","-","-","-","-","-"
"z1_1_k97_408332_9",45.2515559496258,-6.36001245786919,0.369269607120222,0.240869336117227,0.214328655231927,0.48785268439618,0.781411946197936,0.163388292715961,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_47057_34",-7.40583846455309,-16.1287307134898,0.518676347356414,0.37529234491622,0.393654569255966,0.647333362830945,0.998494129409928,0.306991839880645,"Cluster 1","adk:Alide2_1175","K00003","homoserine dehydrogenase [EC:1.1.1.3]","ko01100;ko01120;ko01110;ko00260;ko00270;ko00300;ko01230","Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of secondary metabolites;Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Lysine biosynthesis;Biosynthesis of amino acids","1.1.1.3","Oxidoreductases; Acting on the CH-OH group of donors; With NAD+ or NADP+ as acceptor; L-homoserine:NAD(P)+ oxidoreductase","M00017;M00018","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Amino acid metabolism;Amino acid metabolism;Global and overview maps"
"z1_1_k97_47057_47",-15.9318747023384,-5.36988816744323,0.581135505370101,0.450616822208029,0.234648224057509,0.682817169499473,1.01414492547653,0.317150394623211,"Cluster 1","ack:C380_07785","K07552","MFS transporter, DHA1 family, multidrug resistance protein","-","-","-","-","-","-","-","-"
"z1_1_k97_47057_9",-17.3198476148826,-16.6336260687096,0.446688075115061,0.399184999228321,0.425126300152385,0.735163967818911,1.04085837662608,0.394913794593549,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_52354_4",4.02391831468984,-16.4760792757602,0.470230872333702,0.429597286390165,0.298612995580595,0.786899877440121,0.948871281612249,0.336586267624841,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_60144_31",-2.53515783185744,-14.8388389468567,0.545754933265521,0.383868688685377,0.334220713375128,0.67664779901548,1.00702879090697,0.36358403392918,"Cluster 1","dhk:BO996_10250","K08159","MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein","-","-","-","-","-","-","-","-"
"z1_1_k97_60144_5",3.79931329108528,-5.85148175723069,0.541356803256323,0.428723202788403,0.37430758381226,0.719434037190357,0.951556850125929,0.303657526614149,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_62485_13",-6.99839089434607,-17.2978492382339,0.511869592690151,0.368372001069099,0.384717620469893,0.680517345270589,0.952197969202708,0.329443118284789,"Cluster 1","dia:Dtpsy_1250","K06207","GTP-binding protein","-","-","-","-","-","-","-","-"
"z1_1_k97_62485_21",23.5307995632638,11.4789079929185,0.41222213699119,0.294130782949995,0.29404787762781,0.630693210026673,0.92782773856776,0.173176438380622,"Cluster 1","cke:B5M06_12420","K01868","threonyl-tRNA synthetase [EC:6.1.1.3]","ko00970","Aminoacyl-tRNA biosynthesis","6.1.1.3","Ligases; Forming carbon-oxygen bonds; Ligases forming aminoacyl-tRNA and related compounds; L-threonine:tRNAThr ligase (AMP-forming)","-","-","Genetic Information Processing","Translation"
"z1_1_k97_62485_4",-6.10399114241056,-17.1396644866083,0.516049629736371,0.395493311651474,0.373014966401964,0.686857938154788,0.94630171923544,0.360130969256907,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_7416_22",0.512911861223515,-10.1533131124083,0.545532556877301,0.279413845420201,0.313604430032393,0.674514767754658,0.985051403122359,0.340849812152898,"Cluster 1","cke:B5M06_07540","K02837","peptide chain release factor 3","-","-","-","-","-","-","-","-"
"z1_1_k97_85808_8",38.847018326075,9.36484010030616,0.409005730328081,0.311237296253251,0.253972902456826,0.585679461937403,0.82351020187045,0.195759030541308,"Cluster 1","cke:B5M06_09960","K02238","competence protein ComEC","-","-","-","-","-","-","-","-"
"z1_1_k97_8719_4",-12.4120473588811,-14.5671946025296,0.539284017202972,0.384910830541936,0.464154654949117,0.743261840625851,0.994659317666752,0.315524327697364,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z1_1_k97_88213_5",5.36042307946397,-16.8370020272288,0.486702931795674,0.481008333375464,0.307624559364294,0.718408002854945,1.02218896671894,0.338584298022925,"Cluster 1","cke:B5M06_11890","K14347","solute carrier family 10 (sodium/bile acid cotransporter), member 7","-","-","-","-","-","-","-","-"
"z1_1_k97_88213_8",8.0961875982999,-6.91984841552121,0.526180136826644,0.355584848562687,0.28843013616804,0.691897733878164,0.921236514772611,0.280339604617074,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z10_1_k97_142810_88",-32.2282932839591,-14.1172403984108,0.576238116506638,0.414428948166047,0.438287743429047,0.85887880542076,1.09483792109883,0.433536748964096,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z10_1_k97_142810_94",-9.0119520822621,-7.97362532317886,0.627646975670259,0.339665101775375,0.378070849851976,0.82006098534288,0.971186473151991,0.372520630769835,"Cluster 1","adk:Alide2_4565","K00285","D-amino-acid dehydrogenase [EC:1.4.5.1]","ko01100;ko00360","Metabolic pathways;Phenylalanine metabolism","1.4.5.1","Oxidoreductases; Acting on the CH-NH2 group of donors; With a quinone or other compound as acceptor; D-amino acid:quinone oxidoreductase (deaminating)","-","-","Metabolism;Metabolism","Global and overview maps;Amino acid metabolism"
"z10_1_k97_192068_6",45.1749269052075,-14.8093479860022,0.318950619059372,0.197103122928612,0.204076904206991,0.300006722907185,0.62374158053011,0.249658945267317,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z10_1_k97_283107_29",45.2929346991784,-10.7862291903895,0.366997526278224,0.205478346836935,0.176653322176862,0.436845404196939,0.713032945912565,0.166498347780314,"Cluster 1","gpb:HDN1F_30710","K00265","glutamate synthase (NADPH) large chain [EC:1.4.1.13]","ko01230;ko00910;ko00250;ko01100;ko01120;ko01110","Biosynthesis of amino acids;Nitrogen metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of secondary metabolites","1.4.1.13","Oxidoreductases; Acting on the CH-NH2 group of donors; With NAD+ or NADP+ as acceptor; L-glutamate:NADP+ oxidoreductase (transaminating)","-","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Energy metabolism;Amino acid metabolism;Global and overview maps;Global and overview maps;Global and overview maps"
"z10_1_k97_309107_10",35.8158166265014,-13.5967780431114,0.259294407728739,0.320349031236782,0.284972996826885,0.35276668774066,0.70803264482856,0.233330425514254,"Cluster 1","cke:B5M06_05055","K03569","rod shape-determining protein MreB and related proteins","-","-","-","-","-","-","-","-"
"z10_1_k97_39840_10",36.0361910221126,-13.9663567286229,0.182841876743378,0.282109384076166,0.246562738142385,0.367637862934582,0.674486723683703,0.15592063333573,"Cluster 1","dla:I6G47_20795","K03648","uracil-DNA glycosylase [EC:3.2.2.27]","ko05340;ko03410","Primary immunodeficiency;Base excision repair","3.2.2.27","Hydrolases; Glycosylases; Hydrolysing N-glycosyl compounds; uracil-DNA deoxyribohydrolase (uracil-releasing)","-","-","Human Diseases;Genetic Information Processing","Immune disease;Replication and repair"
"z10_1_k97_53382_2",46.1265673259905,-6.07336210633617,0.343655377248867,0.243663256974867,0.200047656686191,0.498538245150044,0.740530683006727,0.166973820303868,"Cluster 1","tmz:Tmz1t_0959","K07316","adenine-specific DNA-methyltransferase [EC:2.1.1.72]","-","-","2.1.1.72","Transferases; Transferring one-carbon groups; Methyltransferases; S-adenosyl-L-methionine:adenine in DNA N6-methyltransferase","-","-","-","-"
"z10_1_k97_60631_1",-6.04550035234378,-24.0650032277573,0.54411662925835,0.350782802361679,0.345723249284162,0.766822138630666,0.821782376299386,0.486149250226192,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z2_1_k97_120741_1",-31.0367000171695,-2.35482542946759,0.665028764442655,0.464833404246674,0.323084019412359,0.795097705670469,0.972577242694937,0.440137851172477,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z2_1_k97_157405_1",46.3197823026991,-19.1795751357752,0.218722055803827,0.190086886870999,0.109492773542084,0.351977609983822,0.762489343685953,0.115229314749588,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z2_1_k97_161267_1",46.9291302817088,-17.10796223609,0.0602040055382538,0.17575943759755,0.100540941937793,0.329316343343713,0.616098833019161,0.23957462901614,"Cluster 1","otk:C6570_09335","K02970","small subunit ribosomal protein S21","ko03010","Ribosome","-","-","-","-","Genetic Information Processing","Translation"
"z2_1_k97_21617_1",-17.1655474496713,-11.3164740254975,0.354855551325848,0.375087130286688,0.507073292109958,0.849923444838799,0.982786269454069,0.23957462901614,"Cluster 1","adk:Alide2_2673","K03431","phosphoglucosamine mutase [EC:5.4.2.10]","ko01100;ko00520","Metabolic pathways;Amino sugar and nucleotide sugar metabolism","5.4.2.10","Isomerases; Intramolecular transferases; Phosphotransferases (phosphomutases); alpha-D-glucosamine 1,6-phosphomutase","M00909","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Metabolism;Metabolism","Global and overview maps;Carbohydrate metabolism"
"z2_1_k97_22843_1",40.4917706882194,-10.9961937862825,0.345284735384284,0.189916558619736,0.297112649067163,0.489641933478033,0.743215003206278,0.0903471320227693,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z2_1_k97_241077_1",-14.165577377939,-5.30410598975339,0.555146009942397,0.43156373645786,0.283408446620465,0.736294846346536,1.00398664005373,0.37309919323073,"Cluster 1","cke:B5M06_08750","K09808","lipoprotein-releasing system permease protein","ko02010","ABC transporters","-","-","-","-","Environmental Information Processing","Membrane transport"
"z2_1_k97_244184_7",-40.1742319030414,-5.83530066436515,0.63001058317507,0.368799021849157,0.361221236755661,0.82689354156042,1.12263626224017,0.452241570523915,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z2_1_k97_244358_2",-31.5337801422391,-15.5967630561838,0.539857779549343,0.48176045028473,0.472871963304687,0.878282242349272,1.06936460475421,0.424880825022087,"Cluster 1","aaa:Acav_2666","K01118","FMN-dependent NADH-azoreductase [EC:1.7.1.17]","-","-","1.7.1.17","Oxidoreductases; Acting on other nitrogenous compounds as donors; With NAD+ or NADP+ as acceptor; N,N-dimethyl-1,4-phenylenediamine, anthranilate:NAD+ oxidoreductase","-","-","-","-"
"z2_1_k97_250603_1",2.83393166472994,-14.9093405036837,0.500005798949654,0.396819466496312,0.222325647722086,0.700781104554361,1.02828701899871,0.322618699993986,"Cluster 1","del:DelCs14_4498","K00950","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]","ko00790;ko01100;ko01240","Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors","2.7.6.3","Transferases; Transferring phosphorus-containing groups; Diphosphotransferases; ATP:6-hydroxymethyl-7,8-dihydropterin 6'-diphosphotransferase","M00126","Tetrahydrofolate biosynthesis, GTP => THF","Metabolism;Metabolism;Metabolism","Metabolism of cofactors and vitamins;Global and overview maps;Global and overview maps"
"z2_1_k97_49476_3",45.3517237076066,-18.8154866651125,0.225596195609612,0.0579767597598311,0,0.361595467247451,0.762025542410477,0.0830502389550523,"Cluster 1","acra:BSY15_232","K14652","3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]","ko00790;ko01240;ko00740;ko01100;ko01110","Folate biosynthesis;Biosynthesis of cofactors;Riboflavin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites","4.1.99.12;3.5.4.25","-","M00840;M00125","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Metabolism of cofactors and vitamins;Global and overview maps;Metabolism of cofactors and vitamins;Global and overview maps;Global and overview maps"
"z2_1_k97_5318_1",-24.2745984444401,-18.0131507472291,0.549538229058906,0.397420579373792,0.328582581328168,0.784738751094216,1.04995517423946,0.355830170527697,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z2_1_k97_53194_1",47.6748620562862,-7.6464400028899,0.367013753083507,0.275418820949654,0.142327079053012,0.477791415463467,0.759022064531496,0.126190226955738,"Cluster 1","cke:B5M06_03745","K03802","cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]","-","-","6.3.2.29;6.3.2.30","-","-","-","-","-"
"z2_1_k97_65727_1",-41.9232669773564,13.6714537483274,0.789185858304545,0.556822527292112,0.51649434375476,0.85901218605837,1.16396188055416,0.362967906691906,"Cluster 1","dhk:BO996_28090","K09858","SEC-C motif domain protein","-","-","-","-","-","-","-","-"
"z2_1_k97_75608_1",-5.02286887664319,-12.8055799277385,0.594221952301231,0.353926791703324,0.35223115154469,0.662247488952699,1.01885516116047,0.333918735864972,"Cluster 1","cke:B5M06_04630","K03043","DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]","ko03020","RNA polymerase","2.7.7.6","Transferases; Transferring phosphorus-containing groups; Nucleotidyltransferases; nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed)","-","-","Genetic Information Processing","Transcription"
"z2_2_k97_100576_1",-33.5311957227214,-12.9753575130128,0.589489454299884,0.392814918695762,0.484000870523396,0.820508027615594,1.11711400549736,0.455396287780334,"Cluster 1","melm:C7H73_00190","K01996","branched-chain amino acid transport system ATP-binding protein","ko02024;ko02010","Quorum sensing;ABC transporters","-","-","-","-","Cellular Processes;Environmental Information Processing","Cellular community - prokaryotes;Membrane transport"
"z2_2_k97_103721_1",-34.4837465783253,-7.56090686065132,0.631650095007206,0.345529768942117,0.457681589796221,0.817906113194813,1.03821282992389,0.384113850173293,"Cluster 1","melm:C7H73_13960","K04772","serine protease DegQ [EC:3.4.21.-]","-","-","-","-","-","-","-","-"
"z2_2_k97_107855_1",-27.8795596256103,-7.03978030909248,0.659217100768552,0.394512350679565,0.481835743025182,0.725182477417275,1.06418191072103,0.337077207470784,"Cluster 1","cke:B5M06_06915","K03179","4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]","ko00130;ko01240;ko01110;ko01100","Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Metabolic pathways","2.5.1.39","Transferases; Transferring alkyl or aryl groups, other than methyl groups; Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date); polyprenyl-diphosphate:4-hydroxybenzoate polyprenyltransferase","M00117","Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol","Metabolism;Metabolism;Metabolism;Metabolism","Metabolism of cofactors and vitamins;Global and overview maps;Global and overview maps;Global and overview maps"
"z2_2_k97_120813_1",-42.1670661445715,-11.7207512911716,0.6654909844315,0.283834933332098,0.313786150262107,0.859351010925613,1.00027971498032,0.397439269200071,"Cluster 1","cke:B5M06_04000","K05591","ATP-dependent RNA helicase DbpA [EC:3.6.4.13]","-","-","3.6.4.13","Hydrolases; Acting on acid anhydrides; Acting on acid anhydrides to facilitate cellular and subcellular movement; ATP phosphohydrolase (RNA helix unwinding)","-","-","-","-"
"z2_2_k97_131618_1",43.748432893682,-16.8842854631972,0.303461069250855,0.0552650322581807,0.131718851970427,0.448363433813194,0.747448780466651,0.176266132182427,"Cluster 1","adk:Alide2_0593","K00166","2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]","ko00280;ko00640;ko01100;ko01110","Valine, leucine and isoleucine degradation;Propanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites","1.2.4.4","Oxidoreductases; Acting on the aldehyde or oxo group of donors; With a disulfide as acceptor; 3-methyl-2-oxobutanoate:[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase]-lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-2-methylpropanoylating)","M00036","Leucine degradation, leucine => acetoacetate + acetyl-CoA","Metabolism;Metabolism;Metabolism;Metabolism","Amino acid metabolism;Carbohydrate metabolism;Global and overview maps;Global and overview maps"
"z2_2_k97_137136_2",0.940742315791216,-10.719916375504,0.537263845113872,0.29552872796506,0.266795817462714,0.671659118168302,0.976374820670913,0.381740473653329,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z2_2_k97_146193_1",-45.5491066340047,14.4063683802272,0.675562548988994,0.474205347845245,0.51055715084639,0.858456024676448,1.07251903706466,0.525493285212267,"Cluster 1","cke:B5M06_06685","K01626","3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]","ko00400;ko01230;ko01100;ko01110;ko02024","Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of amino acids;Metabolic pathways;Biosynthesis of secondary metabolites;Quorum sensing","2.5.1.54","Transferases; Transferring alkyl or aryl groups, other than methyl groups; Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date); phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)","M00022","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate","Metabolism;Metabolism;Metabolism;Metabolism;Cellular Processes","Amino acid metabolism;Global and overview maps;Global and overview maps;Global and overview maps;Cellular community - prokaryotes"
"z2_2_k97_168839_1",46.6812852914314,-14.079270203116,0.335539370303002,0.227879996896449,0.17037684216525,0.457608587014653,0.671123457661526,0.224983738752972,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
"z2_2_k97_173775_2",41.4666146649713,-17.8384461888154,0.228471192721672,0,0.115010562090541,0.460382109653537,0.583744391071801,0,"Cluster 1","-","-","-","-","-","-","-","-","-","-","-"
