gene_id,Sig0alP,tmhmm,SwissProt_ID,SwissProt_Description,Blue1,Blue2,Blue3,Dark1,Dark2,Dark3,Yellow1,Yellow2,Yellow3
g_03300,0,0,A0R043.1,RecName: Full=GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase; AltName: Full=Alpha-D-mannose-alpha-(1-6)-phosphatidylmyo-inositol-mannosyltransferase; AltName: Full=Alpha-mannosyltransferase; Short=Alpha-ManT; AltName: Full=Guanosine diphosphomannose-phosphatidyl-inositol alpha-mannosyltransferase; AltName: Full=Phosphatidylinositol alpha-mannosyltransferase; Short=PI alpha-mannosyltransferase,16.140079,19.284887,23.320725,0.067515,0.370786,0.903182,0.060347,0.147838,0.299585
g_03301,0,0,NA,NA,13.461151,13.251453,19.696644,0.158215,1.088737,0.677065,0.875218,0.829929,0.60174
g_03302,0,0,P94474.2,RecName: Full=Uncharacterized protein YeaC,6.8443,0.846799,1.01706,0.246201,0.43545,0.274792,0.079217,0.050281,0.305322
g_03303,0,1,P53898.1,RecName: Full=Protein NSG2; AltName: Full=INSIG homolog 2,6.945286,1.407685,1.440522,0,0,0.064552,0,0.047445,0
g_03306,0,0,Q7S8V3.2,RecName: Full=Stress response protein nst1,9.802284,1.807572,1.562174,0.039275,0,0.160294,0.096211,0.049105,0.078452
g_03312,0,0,NA,NA,6.950817,6.121826,12.391531,0.20709,0.186699,0.918692,0.180316,0,0.076098
g_03315,0,1,NA,NA,10.510425,24.245053,14.96263,2.737676,3.876232,4.736345,2.892191,2.781118,4.052074
g_03316,0,0,P0A149.1,RecName: Full=Uncharacterized protein PP_0002 >P0A150.1 RecName: Full=Uncharacterized protein in gidB 3'region,3.921937,2.967599,5.647581,0,0,0,0.093451,0.037288,0
g_03320,0,1,NA,NA,11.765602,4.545232,4.311489,0.05875,0.030439,0.036167,1.982408,2.27072,0.21203
g_03327,0,1,O07523.2,RecName: Full=Uncharacterized protein YhaP,16.916842,21.563864,22.427495,0.525478,0.335194,1.066474,0.316881,0.437473,0.247209
g_03328,0,0,NA,NA,12.372439,0.338049,0.762215,0.154902,0,0,0,0.326703,0.630216
g_03330,0,1,NA,NA,5.17997,1.727378,0.926092,0,0,0,2.061962,0.803496,0.173511
g_03336,0,0,NA,NA,4.605154,15.217405,9.58096,0.657475,0.129252,0.525108,0.300364,0.49098,0.27144
g_03337,0,0,NA,NA,15.769403,13.867791,9.601344,1403.469553,1754.285415,1079.861478,888.570291,1156.750059,1260.837888
g_03338,0,0,P0ACU3.1,RecName: Full=HTH-type transcriptional regulator RutR; AltName: Full=Rut operon repressor >P0ACU2.1 RecName: Full=HTH-type transcriptional regulator RutR; AltName: Full=Rut operon repressor >P0ACU4.1 RecName: Full=HTH-type transcriptional regulator RutR; AltName: Full=Rut operon repressor,8.370443,0.345134,0.354936,0,0.20917,0,0.599669,0.341006,0.106925
g_03343,0,1,Q9X5X3.1,RecName: Full=Copper-transporting P-type ATPase,9.538112,20.995343,21.807984,1.327079,0.951311,1.345773,1.030995,1.520823,0.711518
g_03344,0,0,Q9UVC0.2,RecName: Full=Glyceraldehyde-3-phosphate dehydrogenase; Short=GAPDH,116.686742,201.415875,216.616482,1.258454,1.457573,1.171585,1.382756,0.944873,0.45332
g_03346,0,0,NA,NA,3.745631,5.487863,5.337141,9.849812,9.231795,7.470816,5.048325,4.637633,2.279384
g_03347,0,0,NA,NA,8.314736,1.359434,0.645299,0,0,0.097296,0.084759,0.059196,0
g_03349,0,0,Q46Z82.1,RecName: Full=Hydroxyacylglutathione hydrolase; AltName: Full=Glyoxalase II; Short=Glx II,15.462667,20.341789,17.938585,381.452841,421.299879,501.35176,389.317961,375.143287,557.520946
g_03351,0,0,P48372.1,RecName: Full=DNA gyrase subunit A,3.326329,2.500564,2.823689,0.158174,0.3377,0.034406,0.139254,0,0
g_03354,1,0,Q8FW84.1,RecName: Full=Putative binding protein BRA0576/BS1330_II0571; Flags: Precursor,10.393914,4.759208,4.377835,21.910663,19.966501,8.677049,12.809262,10.327067,10.84781
g_03357,0,0,NA,NA,37.747646,18.69546,8.524138,1.525303,0.400873,2.553505,1.459804,1.05454,0.676322
g_03358,0,0,NA,NA,1.802566,2.912162,2.36492,303.678422,146.55886,176.480272,189.735717,151.522641,320.380036
g_03362,0,0,A4VI91.1,RecName: Full=PKHD-type hydroxylase PST_0995,2.836149,3.802747,4.39721,0.065509,0.290999,0.042203,0.038595,0,0
g_03363,0,0,NA,NA,3.664806,0.690869,1.258092,3.924731,2.562331,3.151938,3.913341,3.98532,1.689616
g_03365,0,0,Q869N6.1,"RecName: Full=3-hydroxybutyryl-CoA dehydratase-like protein, mitochondrial; Flags: Precursor",3.635045,2.077219,3.118735,0.058669,0.025977,0.055927,0.78545,0.390037,0
g_03374,1,0,P00427.1,"RecName: Full=Cytochrome c oxidase subunit 6, mitochondrial; AltName: Full=Cytochrome c oxidase polypeptide VI; Flags: Precursor",80.112574,12.298271,10.69007,0,0.05988,0.16519,0.051688,0.124458,0
g_03375,0,0,NA,NA,7.148765,4.449437,4.464954,0.231063,0.372812,0.219486,0.15155,0.618581,0.499478
g_03379,0,0,NA,NA,1.285627,1.224509,1.457289,1.62179,4.000386,2.088995,4.957893,1.386291,1.837808
g_03385,0,0,Q4KEV9.1,RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS,16.837046,6.620353,6.507916,30.032586,30.046975,16.042435,24.682436,21.212199,29.707055
g_03387,0,0,Q09116.2,RecName: Full=Septin homolog spn2,10.317475,3.093447,1.715051,0,0,0.341155,0.102477,0.079377,0
g_03390,0,1,NA,NA,8.020107,2.02224,1.769832,0.620496,0.439213,1.082269,0.997881,0.799016,2.300125
g_03391,0,0,Q0P5A2.1,"RecName: Full=2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial; AltName: Full=Ubiquinone biosynthesis methyltransferase COQ5; Flags: Precursor",6.394949,1.56252,3.325837,0.040196,0,0.066723,0.879068,0.75201,0
g_03393,0,1,A4VJT9.1,RecName: Full=CTP synthase; AltName: Full=Cytidine 5'-triphosphate synthase; AltName: Full=Cytidine triphosphate synthetase; Short=CTP synthetase; Short=CTPS; AltName: Full=UTP--ammonia ligase,9.126063,3.899602,5.49165,9.424804,10.276845,17.843713,22.275358,5.189494,7.931829
g_03397,0,0,Q68J42.1,RecName: Full=Hormone-sensitive lipase; Short=HSL,54.791739,37.974092,33.337539,0.406198,0.491983,1.538977,1.510846,1.177404,0.44732
g_03398,0,0,Q6C2R9.2,RecName: Full=40S ribosomal protein S1,234.290374,71.576328,66.35209,0.240476,0.252411,0.779482,0.121406,0.581463,0.119642
g_03399,0,0,P83778.2,"RecName: Full=Malate dehydrogenase, cytoplasmic",18.146243,2.560658,1.583519,0,0.076683,0,0.068841,0,0
g_03402,0,0,Q2GT05.1,RecName: Full=Class E vacuolar protein-sorting machinery protein HSE1,4.392481,2.686505,1.936277,0,0,0.218957,0,0.03817,0
g_03403,0,0,P33336.1,RecName: Full=Beta-glucan synthesis-associated protein SKN1,3.495402,6.623393,5.876328,0,0.211744,0,0.05964,0.214926,0.275978
g_03406,0,1,Q59692.3,RecName: Full=Cell division protein FtsZ,35.706883,115.605343,97.573853,10.086627,13.243829,8.985676,5.000434,8.608331,5.686998
g_03411,1,0,P37710.2,RecName: Full=Autolysin; AltName: Full=Beta-glycosidase; AltName: Full=Peptidoglycan hydrolase; Flags: Precursor,188.225661,613.052787,516.371562,37.565485,35.587181,21.464952,36.069388,50.630175,28.228234
g_03413,0,0,NA,NA,2.331864,0.654185,0.772657,2.331516,2.275962,3.049986,3.197205,1.787662,1.658039
g_03414,0,0,O32449.1,RecName: Full=Proline iminopeptidase; Short=PIP; AltName: Full=Prolyl aminopeptidase; Short=PAP,2.655482,3.000579,3.095704,61.207033,56.798764,57.215705,57.506674,40.203418,42.463079
g_03424,1,0,Q01369.1,RecName: Full=Guanine nucleotide-binding protein subunit beta-like protein; AltName: Full=Cross-pathway control WD-repeat protein cpc-2,99.345442,33.597112,27.312745,0.07372,0.148037,0,0,0,0
g_03425,0,0,Q750E9.1,RecName: Full=26S proteasome regulatory subunit RPN11,16.762937,6.573275,3.284778,0.080633,0.18583,0.265745,0.075023,0,0
g_03426,0,0,NA,NA,8.854377,3.421674,4.429927,0,0,0.296015,0.131542,0.096676,0.216768
g_03427,0,0,NA,NA,5.603463,2.00753,1.776442,0.081482,0.073659,0,0.612394,0.927458,0.051225
g_03428,0,0,Q569Z2.1,RecName: Full=Exportin-7-B,5.222488,3.616196,2.01276,0,0,0.039503,0.927781,0.647365,0.148796
g_03429,0,0,P27237.1,RecName: Full=Oligopeptidase A,7.439964,28.114069,22.558915,2.988527,2.130438,2.020229,2.295386,2.674722,1.107128
g_03432,0,0,NA,NA,1.018501,1.270933,1.130355,36.794676,35.48268,30.490853,27.797897,36.773353,50.442338
g_03436,0,0,Q40784.1,RecName: Full=Putative glucose-6-phosphate 1-epimerase; AltName: Full=Putative D-hexose-6-phosphate mutarotase; AltName: Full=Putative apospory-associated protein C,2.597142,1.560197,3.406976,0,0,0,1.381862,0.987026,0.45388
g_03442,0,0,NA,NA,49.03468,22.284006,24.42479,0.078266,0.178519,0.207689,6.698733,6.111816,0.446538
g_03443,0,1,Q9HU17.1,RecName: Full=C4-dicarboxylate TRAP transporter small permease protein DctQ,8.067692,10.011897,5.69267,0,0.134882,0.194923,0.178103,0,0.060321
g_03444,0,0,P21499.2,RecName: Full=Ribonuclease R; Short=RNase R; AltName: Full=Protein VacB,9.168216,8.103966,7.863119,1.128991,1.25993,1.314709,1.659214,1.094996,1.095883
g_03445,0,0,NA,NA,5.071835,7.287847,7.19168,0.081213,0.035244,0.042183,0.064149,0,0.364856
g_03446,0,0,P48009.1,RecName: Full=Septin homolog spn4,10.304484,1.827695,2.139647,0,0,0,0,0,0
g_03447,0,1,P46592.4,"RecName: Full=Glycolipid 2-alpha-mannosyltransferase 2; AltName: Full=Alpha-1,2-mannosyltransferase 2",7.678767,4.280002,3.661649,0,0,0,0,0.064559,0
g_03451,0,0,P0A9U5.1,RecName: Full=Uncharacterized ABC transporter ATP-binding protein YbiT >P0A9U4.1 RecName: Full=Uncharacterized ABC transporter ATP-binding protein YbiT >P0A9U3.1 RecName: Full=Uncharacterized ABC transporter ATP-binding protein YbiT,5.610065,6.849242,7.916382,59.614873,64.127243,56.956345,82.131783,53.396562,41.079004
g_03453,1,0,NA,NA,24.747108,7.625813,5.965978,2.411418,2.33998,1.570877,1.783939,3.022245,2.162496
g_03454,0,0,P36520.2,"RecName: Full=54S ribosomal protein L10, mitochondrial; AltName: Full=Mitochondrial large ribosomal subunit protein uL15m; AltName: Full=YmL10/YmL18; Flags: Precursor",19.85446,3.164648,3.172682,0,0,0.436283,0.077004,0,0
g_03455,0,0,NA,NA,11.942753,1.788356,1.973852,0,0.061072,0,0,0,0
g_03456,0,0,NA,NA,10.691532,2.136713,1.133963,0,0,0,0,0,0
g_03458,0,0,P0DOA0.1,RecName: Full=Sensor kinase CckA; Includes: RecName: Full=Protein histidine kinase; Includes: RecName: Full=Response regulator,39.170147,42.141245,83.816068,16.349802,14.947172,14.567328,18.445996,18.303861,13.265108
g_03459,0,0,NA,NA,3.942728,2.186621,2.548815,0,0,0.117809,1.804315,1.454527,0.059199
g_03464,0,1,NA,NA,1.034096,4.735811,4.236513,0.239722,0.969128,0.385999,0.309956,0.178137,0.951562
g_03466,0,1,NA,NA,11.032781,4.818416,3.293837,0.021534,0.107713,0.071599,0,0.079301,0.035226
g_03467,0,0,NA,NA,3.52416,4.056532,3.061848,0.556445,0.571851,0.76664,0.302421,0.549538,0.879513
g_03470,0,0,NA,NA,151.27407,244.93412,285.183841,0.487299,0.881369,4.64821,1.288424,0.970814,1.049521
g_03472,0,0,NA,NA,3.797578,2.078999,2.641202,0.277044,0,0,0.827501,1.052008,0.07196
g_03473,0,0,Q9Y7N4.1,RecName: Full=D-amino-acid oxidase; Short=DAAO; Short=DAMOX; Short=DAO,7.878902,2.731661,0.987726,0.085463,0,0.478263,0.157291,0.072313,0
g_03474,0,1,P87148.1,RecName: Full=Protein transport protein yif1; AltName: Full=Heavy metal resistance factor 1; AltName: Full=YIP1-interacting factor 1,6.41476,1.54031,1.266536,0,0,0,0.064491,0,0
g_03476,0,0,A4XSC0.1,RecName: Full=Probable periplasmic serine endoprotease DegP-like; AltName: Full=Protease Do; Flags: Precursor,3.495459,2.542429,2.520211,0.210151,0.200837,0.193476,0.181599,0.037998,0.482177
g_03477,0,1,A8WN56.1,RecName: Full=Cystinosin homolog,5.237536,3.40892,2.495893,0,0,0,0.883817,0.715074,0.074398
g_03480,0,0,Q9PL93.1,RecName: Full=Ribonucleoside-diphosphate reductase subunit alpha; AltName: Full=Ribonucleotide reductase,1.856197,2.21042,2.833299,0.642023,0.625549,0.440522,0.415638,0.629656,0.997745
g_03481,0,0,NA,NA,4.886788,2.331234,2.3446,0,0,0,0.77852,1.289641,0.097426
g_03487,0,1,Q9S1E4.1,RecName: Full=Protein NrfI,41.465569,138.626868,116.827912,10.059672,8.39812,7.031786,8.902002,13.631944,7.639943
g_03492,0,0,P9WIQ2.1,RecName: Full=NADPH-ferredoxin reductase FprA; Short=NFR >P9WIQ3.1 RecName: Full=NADPH-ferredoxin reductase FprA; Short=NFR,209.220867,573.383501,712.10479,3.888552,2.313283,7.348552,2.921383,2.161997,0.519097
g_03495,0,0,Q4V7A0.1,"RecName: Full=WD repeat-containing protein 61; Contains: RecName: Full=WD repeat-containing protein 61, N-terminally processed",4.762968,2.410894,3.837045,0,0,0,1.005883,0.787207,0.07076
g_03500,0,1,NA,NA,11.190726,2.706757,1.514618,0.227901,0,0.231303,0.088523,0,0
g_03501,0,0,NA,NA,7.33286,3.946007,3.716461,0.249014,0.01783,0.044504,2.37124,1.780683,0.188888
g_03502,0,0,P40117.1,"RecName: Full=Ribulose-phosphate 3-epimerase, chromosomal; AltName: Full=Pentose-5-phosphate 3-epimerase; Short=PPE; AltName: Full=R5P3E",6.842321,8.7912,8.107441,242.360787,245.426825,315.982874,200.82709,233.951333,300.126207
g_03505,0,0,NA,NA,6.262266,9.280801,6.787722,17.603896,18.094985,41.38215,32.550233,9.202207,9.216792
g_03507,0,1,Q0ZAI3.1,RecName: Full=Putative antiporter CaxA,2.800006,8.457388,5.797594,0.253415,0.954897,1.059615,0.67655,0.509142,0.766217
g_03522,0,0,NA,NA,6.790105,13.981407,11.125753,0.961747,1.593935,1.028283,0.529129,0.434737,0.663943
g_03523,0,0,P45455.1,RecName: Full=Ribulose-phosphate 3-epimerase; AltName: Full=Pentose-5-phosphate 3-epimerase; Short=PPE; AltName: Full=R5P3E,3.487485,3.509684,5.087124,0.777229,1.194477,1.642113,1.64488,2.02917,0.949888
g_03524,0,0,Q06103.3,RecName: Full=26S proteasome regulatory subunit RPN7,15.093972,4.119272,4.575706,0,0.132624,0.393319,0.467918,0.160617,0
g_03533,0,0,NA,NA,18.245206,13.435978,12.424052,0.225662,0,0.175379,0.050867,0.020702,0.076337
g_03534,1,0,F4I2Y3.1,"RecName: Full=Receptor homology region, transmembrane domain- and RING domain-containing protein 3; Short=AtRMR3; Flags: Precursor",41.262372,10.79936,6.535316,0.460748,0.178448,0.474525,0,0.085909,0.025198
g_03536,0,0,Q196Z5.1,RecName: Full=Ribonucleoside-diphosphate reductase large subunit; AltName: Full=Ribonucleotide reductase large subunit,16.908947,63.544235,50.306727,9.022816,13.46352,6.861791,3.519378,7.970702,3.869536
g_03543,0,0,P19158.2,RecName: Full=Inhibitory regulator protein IRA2,5.034443,4.976984,5.762654,0.128983,0.084186,0.115518,0.079399,0.035803,0.041279
g_03545,1,0,NA,NA,52.632629,20.538779,14.495942,0,0.072009,0.182394,0,0.077397,0
g_03546,0,0,NA,NA,10.597098,2.608704,2.274327,0,0.090524,0.0384,0,0.118373,0.165103
g_03547,0,1,Q59R09.2,"RecName: Full=Iron-sulfur clusters transporter ATM1, mitochondrial; Flags: Precursor",8.08467,1.051778,0.689573,0.172412,0,0.066556,0.044047,0.065433,0.071066
g_03554,0,0,NA,NA,9.214659,3.74484,3.435359,0,0.090524,0,1.228237,1.048845,0
g_03565,0,0,Q08023.1,"RecName: Full=Protein FMP25, mitochondrial; AltName: Full=Found in mitochondrial proteome protein 25; Flags: Precursor",3.19665,2.783735,3.429072,0,0,0,0,0.234793,0
g_03568,0,0,P07648.1,RecName: Full=RecBCD enzyme subunit RecC; AltName: Full=Exodeoxyribonuclease V 125 kDa polypeptide; AltName: Full=Exodeoxyribonuclease V gamma chain; AltName: Full=Exonuclease V subunit RecC; Short=ExoV subunit RecC,12.134646,14.479643,19.647882,1.417398,1.425481,0.863781,2.650879,2.641257,1.840289
g_03576,0,0,NA,NA,2.570627,7.124942,6.88792,0,0.28494,0.570995,0.270341,0.39807,0.223385
g_03579,0,0,NA,NA,91.022967,131.839057,153.499155,45.720396,27.276033,35.337523,25.866452,29.800217,16.840799
g_03580,1,0,P23710.2,"RecName: Full=NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial; AltName: Full=CI-31kD; AltName: Full=Complex I-30kD; Flags: Precursor",51.506523,9.319112,7.635434,0.178836,0,0.14087,0,0,0.062764
g_03581,0,1,NA,NA,17.261757,2.00474,1.445096,0,0.349832,0.234523,0.07371,0.093821,0.092541
g_03582,0,0,NA,NA,5.83908,2.348025,2.394118,0,0.067758,0.062938,0.233456,0.326639,0.091868
g_03583,0,1,P0A0J8.1,RecName: Full=Antiseptic resistance protein >P0A0J9.1 RecName: Full=Antiseptic resistance protein,5.104396,11.497416,15.460962,0.185569,0.143496,0.485417,0.644565,0.564305,1.013383
g_03587,0,0,G4N5Q2.2,RecName: Full=C2H2 finger domain transcription factor CON7,109.522144,13.057724,7.178911,0.515153,0.291586,0.857533,0.58345,0.478399,0.371195
g_03589,0,0,NA,NA,17.327901,31.606753,23.869118,2.61574,2.022231,3.353558,3.47412,3.462078,3.094104
g_03590,0,0,NA,NA,2.704345,7.775957,6.785494,0.267841,0.655115,0.102968,0.215211,1.248367,0.809957
g_03598,0,0,Q9HG09.1,RecName: Full=Peroxisomal membrane protein PEX14; AltName: Full=Peroxin-14,10.241783,3.423546,0.967191,0,0.119912,0.107731,0.106239,0,0.175102
g_03599,0,1,P38212.1,RecName: Full=Protein RCR1; AltName: Full=Resistance to Congo red protein 1,11.734477,6.960996,4.271623,0.013552,0,0.206474,0.321152,0,0.241116
g_03600,0,0,G4N2B2.1,RecName: Full=Pyriculol/pyriculariol biosynthesis cluster transcription factor 1,9.444479,2.385831,2.424682,0,0,0.076868,0.128935,0,0
g_03601,0,0,NA,NA,6.437567,2.232614,1.532121,0,0,0,0,0,0
g_03604,0,0,NA,NA,1.587578,3.008891,2.873785,3.216939,5.845052,3.916001,2.256624,2.57761,1.949225
g_03611,0,1,A3PRF6.1,RecName: Full=D-amino acid dehydrogenase,11.344415,12.744664,18.672918,2.820814,2.937088,2.227819,2.385234,2.794517,1.434686
g_03612,0,0,NA,NA,56.881615,16.844787,15.226394,0.215016,0.185423,0.083715,3.387365,5.430644,0.35305
g_03613,0,1,NA,NA,3.463892,3.424531,3.014619,93.384569,95.017243,125.774311,96.276631,112.842321,125.307663
g_03624,1,0,NA,NA,11.767532,44.63719,41.935387,2.291881,3.370985,1.953308,2.902856,3.906595,2.175217
g_03626,0,0,Q8RHX2.1,RecName: Full=3-keto-5-aminohexanoate cleavage enzyme,7.741891,3.27508,4.227841,0,0,0,0.254277,0.450828,0
g_03628,1,0,NA,NA,2.929514,2.785944,3.516836,6.258741,8.279363,4.22923,4.611478,1.235292,2.830817
g_03630,0,0,NA,NA,18.518649,6.95447,8.637926,16.394098,9.953004,38.003834,22.539297,37.998812,33.573101
g_03631,1,0,Q9SZE1.1,"RecName: Full=Probable 3-hydroxyisobutyrate dehydrogenase-like 1, mitochondrial; Short=HIBADH-like; Flags: Precursor",4.399308,2.644732,2.145339,0,0,0.053724,0.979591,0.576435,0.149982
g_03632,0,0,Q7SYK1.1,RecName: Full=Queuine tRNA-ribosyltransferase catalytic subunit 1; AltName: Full=Guanine insertion enzyme; AltName: Full=tRNA-guanine transglycosylase,4.161139,2.326548,2.002312,0,0.074395,0.127921,1.068166,0.646851,0.074191
g_03641,0,0,NA,NA,18.447439,11.584931,12.865094,0.300565,0.396498,0.020876,1.870395,2.196092,0.186073
g_03642,0,0,P45816.2,RecName: Full=SEC14 cytosolic factor; AltName: Full=Phosphatidylinositol/phosphatidylcholine transfer protein; Short=PI/PC TP,16.839315,5.458176,4.76398,0.086962,0,0.13428,0,0,0.077879
g_03643,0,0,Q6C3M9.1,RecName: Full=ATPase GET3; AltName: Full=Arsenical pump-driving ATPase; AltName: Full=Arsenite-stimulated ATPase; AltName: Full=Golgi to ER traffic protein 3; AltName: Full=Guided entry of tail-anchored proteins 3,13.550049,4.223607,4.852171,0.085709,0.223205,0.397035,0.334704,0.237826,0.253143
g_03644,0,0,O86034.1,RecName: Full=D-beta-hydroxybutyrate dehydrogenase; Short=BDH; AltName: Full=3-hydroxybutyrate dehydrogenase; Short=3-HBDH,12.700688,4.516866,7.269591,0.127216,0.280443,0,2.099065,2.0844,0.1564
g_03645,0,0,O83041.1,RecName: Full=Probable proline iminopeptidase; Short=PIP; AltName: Full=Prolyl aminopeptidase; Short=PAP,15.901547,8.711533,12.218993,0.085709,0,0,0.975513,2.68248,0.670983
g_03646,0,0,Q6BZX5.1,RecName: Full=Protein transport protein SEC13,12.830514,3.019174,1.545195,0,0,0.274576,0.06491,0.04211,0.162323
g_03647,0,0,NA,NA,7.289864,0.890215,0.917487,0,0,0.355864,0.055418,0.19203,0.098801
g_03650,0,0,A1W9G0.1,RecName: Full=7-cyano-7-deazaguanine synthase; AltName: Full=7-cyano-7-carbaguanine synthase; AltName: Full=PreQ(0) synthase; AltName: Full=Queuosine biosynthesis protein QueC >B9MBJ3.1 RecName: Full=7-cyano-7-deazaguanine synthase; AltName: Full=7-cyano-7-carbaguanine synthase; AltName: Full=PreQ(0) synthase; AltName: Full=Queuosine biosynthesis protein QueC,3.035091,5.14526,3.702074,512.711311,678.487726,442.320386,207.91026,130.963053,412.882038
g_03651,0,0,Q0KDL6.1,RecName: Full=Alcohol dehydrogenase,4.02597,7.421909,5.736799,0.16175,0.693801,0.307741,0.161994,0.425892,0.110611
g_03656,0,1,Q88NI1.1,RecName: Full=Methyl-accepting chemotaxis protein McpU,8.284691,3.509478,4.973062,21.341349,11.502909,25.097721,19.963758,22.973845,35.192007
g_03659,0,0,O22769.3,RecName: Full=NADH dehydrogenase,35.31932,14.711677,14.078669,0.420472,0.212656,0.422351,4.823732,4.771187,0.14487
g_03660,0,1,NA,NA,18.329539,52.050618,57.749856,0.128551,0.086987,0.579822,0.257452,0.150783,0.144072
g_03661,0,0,O42768.1,RecName: Full=Delta-aminolevulinic acid dehydratase; Short=ALADH; AltName: Full=Porphobilinogen synthase,12.986122,4.47154,3.631296,0,0,0,0,0,0
g_03662,0,0,Q9I4U2.1,RecName: Full=Acyl-homoserine lactone acylase QuiP; Short=AHL acylase QuiP; Short=Acyl-HSL acylase QuiP; AltName: Full=Quorum signal utilization and inactivation protein; Contains: RecName: Full=Acyl-homoserine lactone acylase QuiP subunit alpha; Short=Acyl-HSL acylase QuiP subunit alpha; Contains: RecName: Full=Acyl-homoserine lactone acylase QuiP subunit beta; Short=Acyl-HSL acylase QuiP subunit beta; Flags: Precursor,9.443167,0.326524,0.27429,0.220188,0.325027,0.076122,0.617784,0.330794,0.094538
g_03663,0,0,Q3ZFI7.1,RecName: Full=D-galacturonate reductase; AltName: Full=D-galacturonic acid reductase,9.393819,1.419998,0.706942,0,0,0.197194,0.266109,0,0
g_03670,0,1,Q9ZWT2.1,RecName: Full=Cytochrome B5 isoform D; Short=AtCb5-D; AltName: Full=Cytochrome b5 isoform B; Short=AtCb5-B,23.612725,16.076748,17.202075,0.594241,0.212953,0.955161,7.735323,12.658892,0.845857
g_03671,0,0,P25586.1,RecName: Full=KRR1 small subunit processome component; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Ribosomal RNA assembly protein KRR1 >B3LU25.1 RecName: Full=KRR1 small subunit processome component; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Ribosomal RNA assembly protein KRR1 >B5VEQ2.1 RecName: Full=KRR1 small subunit processome component; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Ribosomal RNA assembly protein KRR1 >C8Z430.1 RecName: Full=KRR1 small subunit processome component; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Ribosomal RNA assembly protein KRR1 >E7LRT8.1 RecName: Full=KRR1 small subunit processome component; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Ribosomal RNA assembly protein KRR1 >E7QBZ1.1 RecName: Full=KRR1 small subunit processome component; AltName: Full=KRR-R motif-containing protein 1; AltName: Full=Ribosomal RNA assembly protein KRR1,22.045809,9.104501,7.124882,0.070972,0.057195,0.063927,0,0,0.317792
g_03672,0,0,NA,NA,8.436481,6.675263,6.088243,0.024827,0.083789,0.528715,0.196761,0.117396,0.256799
g_03673,0,0,NA,NA,14.902906,20.778693,12.476035,21.323186,21.649196,28.756973,23.297558,14.574748,11.702766
g_03681,0,1,Q54LT0.1,"RecName: Full=Calcium uniporter protein, mitochondrial; Short=DdMCU; Flags: Precursor",9.601561,3.745597,5.312663,0,0,0.06179,1.545494,1.642922,0.073198
g_03687,0,0,NA,NA,35.528785,45.11772,51.595247,0.360893,0.277003,1.119596,0.338444,0.213952,0.197448
g_03688,0,0,A8XEQ8.2,RecName: Full=Ubiquitin-like modifier-activating enzyme 5; Short=Ubiquitin-activating enzyme 5,3.150341,5.210872,4.619126,89.509819,55.210431,85.223872,62.511798,64.446814,149.287593
g_03691,0,0,NA,NA,0.702483,0.945189,0.833953,31.747726,32.69806,31.198272,28.973013,37.779441,59.702099
g_03692,0,1,P64772.1,RecName: Full=Uncharacterized protein Mb0980,39.531627,24.273027,28.373632,0.229515,0.208219,0.918644,0.321975,0.092825,0.107019
g_03695,0,0,Q2KHU5.1,RecName: Full=ADP-ribose glycohydrolase MACROD1; AltName: Full=MACRO domain-containing protein 1; AltName: Full=O-acetyl-ADP-ribose deacetylase MACROD1; AltName: Full=Protein LRP16; AltName: Full=,5.703345,2.265783,3.46366,0.372929,0,0,0.946907,1.051918,0
g_03696,0,0,P09379.2,RecName: Full=GTPase-activating protein GYP7; AltName: Full=GAP for YPT7,4.457872,2.10878,2.917747,0.116091,0,0.044815,0.254113,0,0
g_03702,0,0,NA,NA,9.317801,5.934473,6.473313,0.302692,0.078921,0.368735,0.071824,0.041434,0
g_03704,0,0,Q5ZKD5.1,RecName: Full=RRP12-like protein,6.539446,2.303167,3.950966,0.083308,0.07132,0,0.413068,0.710339,0
g_03705,0,0,NA,NA,6.802161,3.482034,2.722383,0,0,0,0.36783,0.782912,0.057832
g_03706,0,0,P0ADV6.1,RecName: Full=Luciferase-like monooxygenase >P0ADV5.1 RecName: Full=Luciferase-like monooxygenase,5.513881,15.460728,18.469567,1.953572,1.328768,1.926234,1.135063,1.60505,0.941907
g_03710,0,0,NA,NA,2.027328,3.58768,5.400777,0.726907,0.687133,0.562962,0.40058,0.393732,0.313239
g_03713,0,0,Q59VM4.1,RecName: Full=Transcriptional regulator RPN4,14.16068,2.794899,2.391947,0,0.112217,0.401035,0.065587,0,0.324117
g_03714,0,1,NA,NA,13.61457,22.975375,29.367504,3.163101,4.899365,1.392122,2.163502,6.72868,2.997321
