"id","tSNE1","tSNE2","Nitritation_3","Nitritation_2","Nitritation_1","Denitrification_3","Denitrification_2","Denitrification_1","degs","Cluster","KEGG_Gene","ko","ko_name","ko_des","KEGG_ec","KEGG_En_description","KEGG_Modules","KEGG_Mo_description","level1_pathway_name","level2_pathway_name","level3_pathway_id","level3_pathway_name"
"Nitritation_2_k97_601902_2",-8.94330958939534,13.7301651361266,-0.640457182671864,-0.595918689713883,-0.669799835478201,-0.675059307406203,-0.637167198065004,-0.639369004712164,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1990","K00059","fabG, OAR1","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","1.1.1.100","Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;(3R)-3-hydroxyacyl-[acyl-carrier protein]:NADP+ oxidoreductase","M00572;M00874;M00083","-","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Lipid metabolism;Metabolism of cofactors and vitamins;Global and overview maps;Biosynthesis of other secondary metabolites;Global and overview maps;Global and overview maps;Global and overview maps","ko00061;ko00780;ko01212;ko00333;ko01240;ko01110;ko01100","Fatty acid biosynthesis;Biotin metabolism;Fatty acid metabolism;Prodigiosin biosynthesis;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Metabolic pathways"
"Nitritation_2_k97_60902_2",-10.6853283279779,18.262716234063,-0.598074396410235,-0.643262108004743,-0.685415555287539,-0.69171384630569,-0.609465077287257,-0.646607082068645,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1251","K22278","pgdA","peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]","3.5.1.104","Hydrolases;Acting on carbon-nitrogen bonds, other than peptide bonds;In linear amides;peptidoglycan-N-acetylglucosamine amidohydrolase","-","-","-","-","-","-"
"Nitritation_2_k97_616811_2",-6.68534973933619,13.3535121324688,-0.667465006582062,-0.649269227152471,-0.667647949542949,-0.654227583225459,-0.648639062733941,-0.615523727387705,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_3150","K03086","rpoD","RNA polymerase primary sigma factor","-","-","-","-","Cellular Processes","Cell motility","ko02040","Flagellar assembly"
"Nitritation_2_k97_619825_1",-5.56829713663959,15.6902720867726,-0.683651707093202,-0.635445842755363,-0.665535706124122,-0.665106038788693,-0.625453870641,-0.675888312535896,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1395","K02276","coxC, ctaE","cytochrome c oxidase subunit III [EC:7.1.1.9]","7.1.1.9","Translocases;Catalysing the translocation of hydrons;Linked to oxidoreductase reactions;ferrocytochrome-c:oxygen oxidoreductase","M00155","Cytochrome c oxidase, prokaryotes","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100;ko00190","Metabolic pathways;Oxidative phosphorylation"
"Nitritation_2_k97_634394_1",-7.59095384146545,15.2209657340501,-0.656380901896203,-0.638501957186145,-0.673076175978337,-0.639897161716432,-0.681590825497243,-0.648632922389273,"Denitrification_vs_Nitritation","Cluster 4","puf:UFO1_1096","K00966","GMPP","mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]","2.7.7.13","Transferases;Transferring phosphorus-containing groups;Nucleotidyltransferases;GTP:alpha-D-mannose-1-phosphate guanylyltransferase","M00114","Ascorbate biosynthesis, plants, fructose-6P => ascorbate","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Carbohydrate metabolism;Global and overview maps;Global and overview maps;Global and overview maps;Carbohydrate metabolism;Global and overview maps","ko00520;ko01100;ko01240;ko01110;ko00051;ko01250","Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Fructose and mannose metabolism;Biosynthesis of nucleotide sugars"
"Nitritation_2_k97_73667_2",-7.08245538007317,14.3229704017918,-0.663900586329398,-0.627329274856875,-0.648344199609607,-0.667362110605325,-0.631100909486566,-0.641955518401155,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_0633","K02065","mlaF, linL, mkl","phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein","-","-","-","-","Environmental Information Processing","Membrane transport","ko02010","ABC transporters"
"Nitritation_2_k97_79099_2",-6.08009896781468,12.2190742398091,-0.594578686895921,-0.684674423017107,-0.665535337897571,-0.677320352299154,-0.636342969314907,-0.606295214331323,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_2974","K03271","gmhA, lpcA","D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]","5.3.1.28","Isomerases;Intramolecular oxidoreductases;Interconverting aldoses and ketoses, and related compounds;D-glycero-D-manno-heptose 7-phosphate aldose-ketose-isomerase","M00064","ADP-L-glycero-D-manno-heptose biosynthesis","Metabolism;Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism;Global and overview maps","ko01250;ko00540;ko01100","Biosynthesis of nucleotide sugars;Lipopolysaccharide biosynthesis;Metabolic pathways"
"Nitritation_2_k97_89909_1",-5.57454394564779,15.5692768671815,-0.648377133464375,-0.648548178109607,-0.684614836166992,-0.649153169947637,-0.615813850223401,-0.668648976544083,"Denitrification_vs_Nitritation","Cluster 4","coy:HF329_29060","K05516","cbpA","curved DNA-binding protein","-","-","-","-","-","-","-","-"
"Nitritation_2_k97_89909_2",-3.89823847956828,18.8167850580897,-0.690437822651043,-0.614314989771316,-0.58466079034805,-0.699760123188393,-0.615111291495311,-0.650637118614687,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_0011","K13993","HSP20","HSP20 family protein","-","-","-","-","Genetic Information Processing","Folding, sorting and degradation","ko04141","Protein processing in endoplasmic reticulum"
"Nitritation_2_k97_97506_1",-4.64249262136461,15.9772457710751,-0.648515321583466,-0.637424158948156,-0.659920445808796,-0.653679137130344,-0.598039121760502,-0.681114485726463,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_2718","K01915","glnA, GLUL","glutamine synthetase [EC:6.3.1.2]","6.3.1.2","Ligases;Forming carbon-nitrogen bonds;Acid-D-ammonia (or amine) ligases (amide synthases);L-glutamate:ammonia ligase (ADP-forming)","-","-","Organismal Systems;Cellular Processes;Metabolism;Metabolism;Metabolism;Environmental Information Processing;Metabolism;Metabolism;Metabolism;Metabolism;Organismal Systems","Nervous system;Cell growth and death;Global and overview maps;Amino acid metabolism;Global and overview maps;Signal transduction;Amino acid metabolism;Energy metabolism;Global and overview maps;Carbohydrate metabolism;Nervous system","ko04727;ko04217;ko01120;ko00220;ko01100;ko02020;ko00250;ko00910;ko01230;ko00630;ko04724","GABAergic synapse;Necroptosis;Microbial metabolism in diverse environments;Arginine biosynthesis;Metabolic pathways;Two-component system;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Biosynthesis of amino acids;Glyoxylate and dicarboxylate metabolism;Glutamatergic synapse"
"Nitritation_2_k97_99849_1",-11.184634710768,16.5948101398409,-0.597082734739663,-0.605390831986951,-0.676475660256856,-0.676031736129758,-0.693124542044943,-0.618396124181831,"Denitrification_vs_Nitritation","Cluster 4","ial:IALB_1637","K04564","SOD2","superoxide dismutase, Fe-Mn family [EC:1.15.1.1]","1.15.1.1","Oxidoreductases;Acting on superoxide as acceptor;Acting on superoxide as acceptor (only sub-subclass identified to date);superoxide:superoxide oxidoreductase","-","-","Organismal Systems;Cellular Processes;Human Diseases;Organismal Systems;Human Diseases;Human Diseases;Organismal Systems;Environmental Information Processing;Environmental Information Processing","Aging;Transport and catabolism;Cardiovascular disease;Aging;Neurodegenerative disease;Cancer: overview;Aging;Signal transduction;Signal transduction","ko04211;ko04146;ko05417;ko04213;ko05016;ko05208;ko04212;ko04013;ko04068","Longevity regulating pathway;Peroxisome;Lipid and atherosclerosis;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Longevity regulating pathway - worm;MAPK signaling pathway - fly;FoxO signaling pathway"
